title,link,date,category,Agency
Attorney General Dana Nessel Charges Delta County Woman With 9 Counts of Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-dana-nessel-charges-delta-county-woman-with-9-counts-of-medicaid-fraud/,"June 28, 2023",State Enforcement Agencies,Michigan Attorney General
Attorney General James Sues Owners And Operators Of Four Nursing Homes For Financial Fraud And Resident Neglect,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-sues-owners-and-operators-of-four-nursing-homes-for-financial-fraud-and-resident-neglect/,"June 28, 2023",State Enforcement Agencies,New York Attorney General
Redondo Beach Woman Found Guilty Of Leading $24 Million Scam That Billed Medicare For Unnecessary Medical Equipment And Repairs,https://oig.hhs.gov/fraud/enforcement/redondo-beach-woman-found-guilty-of-leading-24-million-scam-that-billed-medicare-for-unnecessary-medical-equipment-and-repairs/,"June 27, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Central District of California"
"Substance Use Recovery Center Agrees To Pay $300,000 To Resolve Alleged False Claims Act Violations",https://oig.hhs.gov/fraud/enforcement/substance-use-recovery-center-agrees-to-pay-300000-to-resolve-alleged-false-claims-act-violations/,"June 27, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Kentucky"
Father And Son Guilty In $21 Million Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/father-and-son-guilty-in-21-million-medicare-fraud-scheme/,"June 27, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of California"
Surgery Center at Health Park Agreed to Pay $1.1 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Ownership Shares,https://oig.hhs.gov/fraud/enforcement/surgery-center-at-health-park-agreed-to-pay-11-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-ownership-shares/,"June 27, 2023",Fraud Self-Disclosures,
"Mustapha Kibirige, MD, Mustapha Kibirige MD PA, Outreach Diagnostic Clinic and Outreach Eyecare Were Excluded for Defaulting on Payment Obligations",https://oig.hhs.gov/fraud/enforcement/mustapha-kibirige-md-mustapha-kibirige-md-pa-outreach-diagnostic-clinic-and-outreach-eyecare-were-excluded-for-defaulting-on-payment-obligations/,"June 26, 2023",CMP and Affirmative Exclusions,
Pharmacist Convicted Of Stealing And Selling COVID-19 Cards,https://oig.hhs.gov/fraud/enforcement/pharmacist-convicted-of-stealing-and-selling-covid-19-cards/,"June 26, 2023",COVID-19Criminal and Civil Actions,U.S. Department of Justice
Brookfield Counselor Sentenced To 30 Months In Federal Prison For Defrauding Medicaid Of More Than $1 Million,https://oig.hhs.gov/fraud/enforcement/brookfield-counselor-sentenced-to-30-months-in-federal-prison-for-defrauding-medicaid-of-more-than-1-million/,"June 26, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Connecticut"
Winchester Man And Former Medical Device Sales Rep Arrested For Defrauding Boston Hospital And Lying To Federal Authorities,https://oig.hhs.gov/fraud/enforcement/winchester-man-and-former-medical-device-sales-rep-arrested-for-defrauding-boston-hospital-and-lying-to-federal-authorities/,"June 26, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
Physician Assistant Admits To Unlawful Practice Of Medicine,https://oig.hhs.gov/fraud/enforcement/physician-assistant-admits-to-unlawful-practice-of-medicine/,"June 26, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of Texas"
"Attorney General Cameron Announces Indictment Of Perry County Man For Abuse Of Adults, Related Charges",https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-indictment-of-perry-county-man-for-abuse-of-adults-related-charges/,"June 26, 2023",State Enforcement Agencies,Kentucky Attorney General
"Garfield Park Behavioral Hospital Agreed to Pay $85,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Individual Excluded from Illinois Medicaid",https://oig.hhs.gov/fraud/enforcement/garfield-park-behavioral-hospital-agreed-to-pay-85000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-individual-excluded-from-illinois-medicaid/,"June 23, 2023",CIA Reportable Events,
"Hartgrove Behavioral Health System Agreed to Pay $735,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Individual Excluded from Illinois Medicaid",https://oig.hhs.gov/fraud/enforcement/hartgrove-behavioral-health-system-agreed-to-pay-735000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-individual-excluded-from-illinois-medicaid/,"June 23, 2023",CIA Reportable Events,
"CHI Health Creighton University Medical Center - Bergan Mercy Agreed to Pay $60,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate Medical Screening Examination and Stabilizing Treatment",https://oig.hhs.gov/fraud/enforcement/chi-health-creighton-university-medical-center-bergan-mercy-agreed-to-pay-60000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-medical-screening-examination-and-stabilizing-treatment/,"June 23, 2023",CMP and Affirmative ExclusionsEMTALA/Patient Dumping,
"CHI Health Lakeside Agreed to Pay $80,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate and Timely Medical Screening Examination",https://oig.hhs.gov/fraud/enforcement/chi-health-lakeside-agreed-to-pay-80000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-and-timely-medical-screening-examination/,"June 23, 2023",CMP and Affirmative ExclusionsEMTALA/Patient Dumping,
Inland Empire Skilled Nursing Facility And Management Company Agree To Pay $3.8M To Settle Allegations Of Kickbacks To Doctors,https://oig.hhs.gov/fraud/enforcement/inland-empire-skilled-nursing-facility-and-management-company-agree-to-pay-38m-to-settle-allegations-of-kickbacks-to-doctors/,"June 23, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Central District of California"
San Jose Doctor Convicted Of Twelve Counts Of Illegally Prescribing Opioids,https://oig.hhs.gov/fraud/enforcement/san-jose-doctor-convicted-of-twelve-counts-of-illegally-prescribing-opioids/,"June 23, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of California"
Doctor Convicted Of Illegally Distributing Opioids And Other Drugs,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-illegally-distributing-opioids-and-other-drugs/,"June 23, 2023",Criminal and Civil Actions,U.S. Department of Justice
Attorney General Cameron Announces Investigation By His Office Leads To Indictment Of Scott County Man For Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-investigation-by-his-office-leads-to-indictment-of-scott-county-man-for-medicaid-fraud/,"June 23, 2023",State Enforcement Agencies,Kentucky Attorney General
Milwaukee Woman Indicted For Perpetrating A $2.3 Million Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/milwaukee-woman-indicted-for-perpetrating-a-23-million-health-care-fraud/,"June 22, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Wisconsin"
"University City Man Sentenced To 5 Years In Prison For Missouri Medicaid, Pandemic Loan Fraud",https://oig.hhs.gov/fraud/enforcement/university-city-man-sentenced-to-5-years-in-prison-for-missouri-medicaid-pandemic-loan-fraud/,"June 21, 2023",COVID-19Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Missouri"
California Skilled Nursing Facility And Management Company Agree To Pay $3.825 Million To Settle Allegations Of Kickbacks To Referring Physicians,https://oig.hhs.gov/fraud/enforcement/california-skilled-nursing-facility-and-management-company-agree-to-pay-3825-million-to-settle-allegations-of-kickbacks-to-referring-physicians/,"June 21, 2023",Criminal and Civil Actions,U.S. Department of Justice
"Georgia Urgent Care Chain Agrees To Pay $1,600,000 To Resolve False Claim Act Allegations",https://oig.hhs.gov/fraud/enforcement/georgia-urgent-care-chain-agrees-to-pay-1600000-to-resolve-false-claim-act-allegations/,"June 20, 2023",COVID-19Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Georgia"
D.C. Man Sentenced For Financial Exploitation Of A Family Member,https://oig.hhs.gov/fraud/enforcement/dc-man-sentenced-for-financial-exploitation-of-a-family-member/,"June 20, 2023",Criminal and Civil Actions,"U.S. Attorney’s Office, District of Columbia"
Lab Billing Company Settles False Claims Act Allegations Relating To Unnecessary Respiratory Panels Run On Seniors Receiving COVID-19 Tests,https://oig.hhs.gov/fraud/enforcement/lab-billing-company-settles-false-claims-act-allegations-relating-to-unnecessary-respiratory-panels-run-on-seniors-receiving-covid-19-tests/,"June 16, 2023",COVID-19Criminal and Civil Actions,U.S. Department of Justice
Former Alaska Advanced Nurse Practitioner Sentenced To 30 Years For Illegally Prescribing Millions Of Opioids Causing Five Deaths,https://oig.hhs.gov/fraud/enforcement/former-alaska-advanced-nurse-practitioner-sentenced-to-30-years-for-illegally-prescribing-millions-of-opioids-causing-five-deaths/,"June 16, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Alaska"
Health Care Information Technology Contractor Agrees To Pay More Than $1.7 Million To Resolve False Claims Act Allegations For Charging Unallowable Costs To The National Institutes Of Health,https://oig.hhs.gov/fraud/enforcement/health-care-information-technology-contractor-agrees-to-pay-more-than-17-million-to-resolve-false-claims-act-allegations-for-charging-unallowable-costs-to-the-national-institutes-of-health/,"June 16, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Maryland"
"Raleigh ENT Doctor Sentenced To 25 Years In Prison For Adulterating Surgical Devices, For Defrauding Medicare, And For Stealing Patient Identities",https://oig.hhs.gov/fraud/enforcement/raleigh-ent-doctor-sentenced-to-25-years-in-prison-for-adulterating-surgical-devices-for-defrauding-medicare-and-for-stealing-patient-identities/,"June 16, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of North Carolina"
Cambria County Woman Pleads Guilty To Conspiracy To Commit Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/cambria-county-woman-pleads-guilty-to-conspiracy-to-commit-health-care-fraud/,"June 16, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Middle District of Pennsylvania"
Rome Jury Finds Dr. Charles Adams And Full Circle Medical Center Liable For False Claims Act Violations,https://oig.hhs.gov/fraud/enforcement/rome-jury-finds-dr-charles-adams-and-full-circle-medical-center-liable-for-false-claims-act-violations/,"June 16, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Georgia"
Suburban Chicago Doctor Sentenced To Federal Prison And Fined $1 Million For Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/suburban-chicago-doctor-sentenced-to-federal-prison-and-fined-1-million-for-health-care-fraud/,"June 16, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Illinois"
Man Convicted Of $54M Bribery And Kickback Scheme Involving Fraudulent Prescriptions,https://oig.hhs.gov/fraud/enforcement/man-convicted-of-54m-bribery-and-kickback-scheme-involving-fraudulent-prescriptions/,"June 16, 2023",Criminal and Civil Actions,U.S. Department of Justice
Two Jacksonville Compounding Pharmacies And Their Owner Agree To Pay At Least $7.4 Million To Resolve False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/two-jacksonville-compounding-pharmacies-and-their-owner-agree-to-pay-at-least-74-million-to-resolve-false-claims-act-allegations/,"June 15, 2023",Criminal and Civil Actions,U.S. Department of Justice
Two Florida Medical Centers Agreed to Pay $1.4 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Upcoded Dialysis Services,https://oig.hhs.gov/fraud/enforcement/two-florida-medical-centers-agreed-to-pay-14-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-upcoded-dialysis-services/,"June 15, 2023",Fraud Self-Disclosures,
Three Defendants Plead Guilty In Personal Care Attendant Fraud Cases,https://oig.hhs.gov/fraud/enforcement/three-defendants-plead-guilty-in-personal-care-attendant-fraud-cases/,"June 15, 2023",State Enforcement Agencies,Massachusetts Attorney General
"Vault Medical Services Agreed to Pay $412,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for COVID-19 Testing Services Not Provided as Claimed",https://oig.hhs.gov/fraud/enforcement/vault-medical-services-agreed-to-pay-412000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-covid-19-testing-services-not-provided-as-claimed/,"June 14, 2023",COVID-19Fraud Self-Disclosures,
Former Executive Director Sentenced To Prison For Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/former-executive-director-sentenced-to-prison-for-health-care-fraud/,"June 14, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Ohio"
Three Charged In $6M Pediatric Dental Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/three-charged-in-6m-pediatric-dental-fraud-scheme/,"June 14, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of Texas"
"Summit Health Group Agreed to Pay $25,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Two Individuals Excluded from New York Medicaid",https://oig.hhs.gov/fraud/enforcement/summit-health-group-agreed-to-pay-25000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-two-individuals-excluded-from-new-york-medicaid/,"June 14, 2023",Fraud Self-Disclosures,
Carr: Hart County Man Indicted For Elder Exploitation,https://oig.hhs.gov/fraud/enforcement/carr-hart-county-man-indicted-for-elder-exploitation/,"June 14, 2023",State Enforcement Agencies,Georgia Attorney General
Attorney General Josh Stein Announces $4.7 Million Health Care Conviction,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-47-million-health-care-conviction/,"June 14, 2023",State Enforcement Agencies,North Carolina Attorney General
"Chinese-American Planning Council Home Attendant Program Agreed to Pay $866,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Individual Excluded from New York Medicaid",https://oig.hhs.gov/fraud/enforcement/chinese-american-planning-council-home-attendant-program-agreed-to-pay-866000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-individual-excluded-from-new-york-medicaid/,"June 13, 2023",CMP and Affirmative Exclusions,
Maryland Man Arrested on Felony Charges For Actions During Jan. 6 Capitol Breach,https://oig.hhs.gov/fraud/enforcement/maryland-man-arrested-on-felony-charges-for-actions-during-jan-6-capitol-breach/,"June 13, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Columbia"
Pocatello Nurse Practitioner Is Fined And Surrenders License For Unlawful Prescriptions And Fraud,https://oig.hhs.gov/fraud/enforcement/pocatello-nurse-practitioner-is-fined-and-surrenders-license-for-unlawful-prescriptions-and-fraud/,"June 13, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Idaho Boise"
Fayetteville Cardiologist Agrees To Pay Over $5 Million To Resolve Allegedly False Medicare And Medicaid Claims,https://oig.hhs.gov/fraud/enforcement/fayetteville-cardiologist-agrees-to-pay-over-5-million-to-resolve-allegedly-false-medicare-and-medicaid-claims/,"June 13, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of North Carolina"
Federal Jury Finds Physician Assistant Guilty Of $10 Million Medicare Fraud,https://oig.hhs.gov/fraud/enforcement/federal-jury-finds-physician-assistant-guilty-of-10-million-medicare-fraud/,"June 13, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Western District of North Carolina"
inSite Digestive Health Care Agreed to Pay $1.7 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services by Uncredentialed Providers and Claims Out of Compliance with Incident-To or Split/Share Rules,https://oig.hhs.gov/fraud/enforcement/insite-digestive-health-care-agreed-to-pay-17-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-by-uncredentialed-providers-and-claims-out-of-compliance-with-incident-to-or-splitshare-rules/,"June 13, 2023",Fraud Self-Disclosures,
Attorney General Alan Wilson Announces Arrest Of Kershaw Co. Man For Exploitation Of A Vulnerable Adult,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-kershaw-co-man-for-exploitation-of-a-vulnerable-adult/,"June 13, 2023",State Enforcement Agencies,South Carolina Attorney General
Office Of The Attorney General’s Medicaid Fraud Control Unit Sends Owner Of Home Health Company To Prison For 57 Months For $1.4 Million Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/office-of-the-attorney-generals-medicaid-fraud-control-unit-sends-owner-of-home-health-company-to-prison-for-57-months-for-14-million-fraud-scheme/,"June 13, 2023",State Enforcement Agencies,Texas Attorney General
Gloucester County Man Admits Healthcare Fraud,https://oig.hhs.gov/fraud/enforcement/gloucester-county-man-admits-healthcare-fraud/,"June 12, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of New Jersey"
"Boston Heart Diagnostics Corporation Agreed to Pay $641,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Staffing Services",https://oig.hhs.gov/fraud/enforcement/boston-heart-diagnostics-corporation-agreed-to-pay-641000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-staffing-services/,"June 12, 2023",Fraud Self-Disclosures,
"Robin Medical and Erez Nevo Agreed to Pay $250,000 for Allegedly Violating the Civil Monetary Penalties Law by Making Misrepresentations in NIH Grant Applications and Progress Reports",https://oig.hhs.gov/fraud/enforcement/robin-medical-and-erez-nevo-agreed-to-pay-250000-for-allegedly-violating-the-civil-monetary-penalties-law-by-making-misrepresentations-in-nih-grant-applications-and-progress-reports/,"June 9, 2023",CMP and Affirmative Exclusions,
Tea Woman Charged With Tampering With Consumer Products And Obtaining Controlled Substances By Fraud,https://oig.hhs.gov/fraud/enforcement/tea-woman-charged-with-tampering-with-consumer-products-and-obtaining-controlled-substances-by-fraud/,"June 9, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of South Dakota"
"Cincinnati Children’s Hospital Medical Center Agreed to Pay $124,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/cincinnati-childrens-hospital-medical-center-agreed-to-pay-124000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"June 9, 2023",Fraud Self-Disclosures,
TennCare Fraud Investigation Leads To Arrest In Memphis,https://oig.hhs.gov/fraud/enforcement/tenncare-fraud-investigation-leads-to-arrest-in-memphis/,"June 9, 2023",State Enforcement Agencies,Tennessee Attorney General
Lavaca Man Sentenced In $134 Million COVID-19 Health Care Fraud And Money Laundering Scheme,https://oig.hhs.gov/fraud/enforcement/lavaca-man-sentenced-in-134-million-covid-19-health-care-fraud-and-money-laundering-scheme/,"June 8, 2023",COVID-19Criminal and Civil Actions,"U.S. Attorney's Office, Western District of Arkansas"
Chief Compliance Officer Convicted of $50M Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/chief-compliance-officer-convicted-of-50m-medicare-fraud-scheme/,"June 8, 2023",Criminal and Civil Actions,U.S. Department of Justice
Former Owner Of Watauga Recovery Clinics Sentenced To Prison,https://oig.hhs.gov/fraud/enforcement/former-owner-of-watauga-recovery-clinics-sentenced-to-prison/,"June 7, 2023",Criminal and Civil ActionsState Enforcement Agencies,"U.S. Attorney's Office, Western District of Virginia"
"Bonita Community Health Center Agreed to Pay $241,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Below Fair Market Value Leased Space",https://oig.hhs.gov/fraud/enforcement/bonita-community-health-center-agreed-to-pay-241000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-below-fair-market-value-leased-space/,"June 7, 2023",Fraud Self-Disclosures,
Miami Man Sentenced To Federal Prison For Retaliatory Attack On Federal Cooperating Witness,https://oig.hhs.gov/fraud/enforcement/miami-man-sentenced-to-federal-prison-for-retaliatory-attack-on-federal-cooperating-witness/,"June 6, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of Florida"
Battle Creek Couple Sentenced On Fraud Charges,https://oig.hhs.gov/fraud/enforcement/battle-creek-couple-sentenced-on-fraud-charges/,"June 6, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Western District of Michigan"
Pharmacist Sentenced For $1M Prescription Drug Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/pharmacist-sentenced-for-1m-prescription-drug-fraud-scheme/,"June 6, 2023",Criminal and Civil Actions,U.S. Department of Justice
"Morgan Wood, MD Agreed to Pay $150,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment, Genetic Testing, UV Light Therapy Systems and Prescribing Medications",https://oig.hhs.gov/fraud/enforcement/morgan-wood-md-agreed-to-pay-150000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment-genetic-testing-uv-light-therapy-systems-and-prescribing-medications/,"June 2, 2023",CMP and Affirmative Exclusions,
Stacey Hayes Convicted Of Felony Theft Of Medicaid Funds,https://oig.hhs.gov/fraud/enforcement/stacey-hayes-convicted-of-felony-theft-of-medicaid-funds/,"June 2, 2023",State Enforcement Agencies,New Hampshire Attorney General
Physician Sentenced For Stealing Approximately $250K From COVID-19 Relief Programs,https://oig.hhs.gov/fraud/enforcement/physician-sentenced-for-stealing-approximately-250k-from-covid-19-relief-programs/,"June 1, 2023",COVID-19Criminal and Civil Actions,U.S. Department of Justice
Woman Facing Federal Charges For Stealing A Nursing License In Order To Fraudulently Work As A Nurse In Indianapolis Nursing Homes,https://oig.hhs.gov/fraud/enforcement/woman-facing-federal-charges-for-stealing-a-nursing-license-in-order-to-fraudulently-work-as-a-nurse-in-indianapolis-nursing-homes/,"May 31, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of Indiana"
"Detroit Medical Center, Vanguard Health Systems, And Tenet Healthcare Corporation Agree To Pay Over $29 Million To Settle False Claims Act Allegations",https://oig.hhs.gov/fraud/enforcement/detroit-medical-center-vanguard-health-systems-and-tenet-healthcare-corporation-agree-to-pay-over-29-million-to-settle-false-claims-act-allegations/,"May 31, 2023",Criminal and Civil Actions,U.S. Department of Justice
"Woodstock Pain Management Doctor And Clinics Pay $625,000 To Resolve False Claims Act Allegations",https://oig.hhs.gov/fraud/enforcement/woodstock-pain-management-doctor-and-clinics-pay-625000-to-resolve-false-claims-act-allegations/,"May 30, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Georgia"
Richmond Man Sentenced For $1.4 Million Medicare Home Health Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/houston-a-47-year-old-home-health-company-owner-has-been-ordered-to-prison-following-his-conviction-of-conspiracy-to-commit-health-care-fraud-announced-us-attorney-alamdar-s-hamdani/,"May 30, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of Texas"
Boston Man Sentenced To Two Years In Prison For Benefit Fraud,https://oig.hhs.gov/fraud/enforcement/boston-man-sentenced-to-two-years-in-prison-for-benefit-fraud/,"May 25, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
Charleston County Woman Pleads Guilty To Conspiracy To Commit Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/charleston-county-woman-pleads-guilty-to-conspiracy-to-commit-health-care-fraud/,"May 25, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of South Carolina"
Long Island Doctor Sentenced To 36 Months In Prison For Illegal Distribution Of Oxycodone,https://oig.hhs.gov/fraud/enforcement/long-island-doctor-sentenced-to-36-months-in-prison-for-illegal-distribution-of-oxycodone/,"May 25, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of New York"
Primary Care Physicians To Pay $1.5 Million To Resolve False Claims Act Liability For Submitting Unsupported Diagnoses To The Medicare Advantage Program,https://oig.hhs.gov/fraud/enforcement/primary-care-physicians-to-pay-15-million-to-resolve-false-claims-act-liability-for-submitting-unsupported-diagnosis-to-the-medicare-advantage-program/,"May 25, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Pennsylvania"
Florida Business Owner Sentenced To 65 Months In Prison For Defrauding Medicare Of $7 Million,https://oig.hhs.gov/fraud/enforcement/florida-business-owner-sentenced-to-65-months-in-prison-for-defrauding-medicare-of-7-million/,"May 25, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of New York"
Michigan Vascular Surgeon Sentenced To 80 Months In Prison For Health Care Fraud Conviction And Agrees To Pay Up To $43.419 Million To Resolve False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/michigan-vascular-surgeon-sentenced-to-80-months-in-prison-for-health-care-fraud-conviction-and-agrees-to-pay-up-to-43419-million-to-resolve-false-claims-act-allegations/,"May 25, 2023",Criminal and Civil Actions,U.S. Department of Justice
Kaleida Health and Olean General Hospital Agreed to Pay $2.7 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Employees and Family Members Who Were Federal Health Care Program Beneficiaries,https://oig.hhs.gov/fraud/enforcement/kaleida-health-and-olean-general-hospital-agreed-to-pay-27-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-employees-and-family-members-who-were-federal-health-care-program-beneficiaries/,"May 25, 2023",Fraud Self-Disclosures,
"Western PA Nurse Charged With Killing 2 Patients, Harming Another With Intentional Doses Of Insulin",https://oig.hhs.gov/fraud/enforcement/western-pa-nurse-charged-with-killing-2-patients-harming-another-with-intentional-doses-of-insulin/,"May 25, 2023",State Enforcement Agencies,Pennsylvania Attorney General
"Texas Neurodiagnostic Associates Agreed to Pay $617,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Services",https://oig.hhs.gov/fraud/enforcement/texas-neurodiagnostic-associates-agreed-to-pay-617000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-services/,"May 24, 2023",CMP and Affirmative Exclusions,
"Connecticut Naturopath And Practice Pay $400K To Settle False Claims, Improper Billing Allegations",https://oig.hhs.gov/fraud/enforcement/connecticut-naturopath-and-practice-pay-400k-to-settle-false-claims-improper-billing-allegations/,"May 24, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Connecticut"
Massachusetts Eye And Ear Agrees To Pay Over $5.7 Million To Resolve False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/massachusetts-eye-and-ear-agrees-to-pay-over-57-million-to-resolve-false-claims-act-allegations/,"May 24, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
Jury Convicts Business Owner In Healthcare Fraud And Charitable Foundation Scheme,https://oig.hhs.gov/fraud/enforcement/jury-convicts-business-owner-in-healthcare-fraud-and-charitable-foundation-scheme/,"May 24, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Ohio"
Attorney General Tong Announces $400K Settlement With Waterbury Naturopath And Practice To Resolve Allegations Of False Claims And Improper Billing,https://oig.hhs.gov/fraud/enforcement/attorney-general-tong-announces-400k-settlement-with-waterbury-naturopath-and-practice-to-resolve-allegations-of-false-claims-and-improper-billing/,"May 24, 2023",State Enforcement Agencies,Connecticut Attorney General
Niles Physician Sentenced To 6 Years In Prison For Illegally Prescribing Controlled Substances And Healthcare Fraud,https://oig.hhs.gov/fraud/enforcement/niles-physician-sentenced-to-6-years-in-prison-for-illegally-prescribing-controlled-substances-and-healthcare-fraud/,"May 23, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Ohio"
"Grand Rapids Physician Pays Over $135,000 For Allegedly Using Foreign, Unapproved Botox To Treat Medicare Beneficiaries",https://oig.hhs.gov/fraud/enforcement/grand-rapids-physician-pays-over-135000-for-allegedly-using-foreign-unapproved-botox-to-treat-medicare-beneficiaries/,"May 23, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Western District of Michigan"
"Village Home Care, CEO, And Two Doctors Pay $490,000 To Resolve False Claims Act Allegations For Paying And Receiving Kickbacks",https://oig.hhs.gov/fraud/enforcement/village-home-care-ceo-and-two-doctors-pay-490000-to-resolve-false-claims-act-allegations-for-paying-and-receiving-kickbacks/,"May 23, 2023",Criminal and Civil Actions,U.S. Department of Justice
