Title,Date,Category,Link
Nationwide Home Healthcare And Hospice Provider To Pay $3.85M To Resolve False Claims Act Allegations,"August 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nationwide-home-healthcare-and-hospice-provider-to-pay-385m-to-resolve-false-claims-act-allegations/
"Millington Woman Arrested, Charged in TBI Medicaid Fraud Investigation","August 20, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/millington-woman-arrested-charged-in-tbi-medicaid-fraud-investigation/
Pair Accused Of Kickback Scheme Involving Lab Testing,"August 19, 2024",COVID-19Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pair-accused-of-kickback-scheme-involving-lab-testing/
"Provider To Pay $600,000 To Resolve False Claims Act Liability Arising From Billing Of Electro-Acupuncture Device","August 19, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/provider-to-pay-600000-to-resolve-false-claims-act-liability-arising-from-billing-of-electro-acupuncture-device/
"U.S. Attorney Announces $600,000 False Claims Act Settlement With Medical Practice And Its Owners For Improper Medicare And Medicaid Billing","August 19, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-600000-false-claims-act-settlement-with-medical-practice-and-its-owners-for-improper-medicare-and-medicaid-billing/
"Lehighton Ambulance Association Agreed to Pay $142,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Transport Services Provided by an Uncertified Individual","August 19, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/lehighton-ambulance-association-agreed-to-pay-142000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-transport-services-provided-by-an-uncertified-individual/
Dayton Woman Accused of $1.5 Million Medicaid Scheme Is Arrested in Texas,"August 16, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/dayton-woman-accused-of-15-million-medicaid-scheme-is-arrested-in-texas/
Florida Man Pleads Guilty To Conspiring To Defraud Medicare Of $39.5 Million,"August 15, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-pleads-guilty-to-conspiring-to-defraud-medicare-of-395-million/
Carr's Medicaid Fraud Division Obtains New 15-Count Indictment In Forsyth County,"August 15, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carrs-medicaid-fraud-division-obtains-new-15-count-indictment-in-forsyth-county/
Elizabethton Man Charged With Abuse Of Vulnerable Adult,"August 15, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/elizabethton-man-charged-with-abuse-of-vulnerable-adult/
Federal Jury Convicts Felon On Supervised Release Of Using A Fraudulently Obtained Social Security Number And Theft Of Social Security Benefits,"August 14, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-felon-on-supervised-release-of-using-a-fraudulently-obtained-social-security-number-and-theft-of-social-security-benefits/
Attorney General Phil Weiser Charges Medicaid Biller For $1.2 Million In False Liquid Nutrition Claims,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-phil-weiser-charges-medicaid-biller-for-12-million-in-false-liquid-nutrition-claims/
New Hampshire Couple Indicted For Medicaid Fraud,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/new-hampshire-couple-indicted-for-medicaid-fraud/
Attorney General Josh Stein Announces Health Care Fraud Sentencing,"August 14, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-1/
Testing Laboratory Co-Owner Sentenced For $3.8 Million In Fraudulent Billing,"August 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/testing-laboratory-co-owner-sentenced-for-38-million-in-fraudulent-billing/
"Inspira Behavioral Health Agreed to Pay $141,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Cash Payments and Free Office Space","August 13, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/inspira-behavioral-health-agreed-to-pay-141000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-cash-payments-and-free-office-space/
Tulsa Physician Pays Over $600k to Resolve Allegations of False Claims Act Violations,"August 9, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tulsa-physician-pays-over-600k-to-resolve-allegations-of-false-claims-act-violations/
"Owner Of Spokane Valley Medical Supply Company Agrees To Pay $224,620 To Resolve Allegations Of Health Care Fraud","August 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-spokane-valley-medical-supply-company-agrees-to-pay-224620-to-resolve-allegations-of-health-care-fraud/
Ohio Doctor Sentenced For Conspiring To Accept Kickbacks In Connection With Fraudulent Telemarketing Scheme That Harmed Medicare And TRICARE Patients In Eastern Washington,"August 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ohio-doctor-sentenced-for-conspiring-to-accept-kickbacks-in-connection-with-fraudulent-telemarketing-scheme-that-harmed-medicare-and-tricare-patients-in-eastern-washington/
Maryland Man Convicted Of Assaulting Law Enforcement And Other Charges For Actions During Jan. 6 Capitol Breach,"August 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-convicted-of-assaulting-law-enforcement-and-other-charges-for-actions-during-jan-6-capitol-breach/
North Haven Counselor Admits Defrauding Medicaid of More Than $1.6 Million,"August 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-haven-counselor-admits-defrauding-medicaid-of-more-than-16-million/
Non-Profit Executive Convicted Of Conspiring To Defraud Federal Government And To Obstruct Federal Administrative Proceeding,"August 5, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/non-profit-executive-convicted-of-conspiring-to-defraud-federal-government-and-to-obstruct-federal-administrative-proceeding/
"Optimus Health Care Agreed to Pay $353,000 for Allegedly Violating the Civil Monetary Penalties Law by Retaining Overpayments","August 5, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/optimus-health-care-agreed-to-pay-353000-for-allegedly-violating-the-civil-monetary-penalties-law-by-retaining-overpayments/
Six Indicted In Scheme To Defraud D.C. Medicaid Program,"August 2, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/six-indicted-in-scheme-to-defraud-dc-medicaid-program/
Federal Court Permanently Prohibits Ohio Physician From Prescribing Opioids And Imposes $4.7M Judgment For Alleged Unlawful Opioid Distribution,"August 2, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-court-permanently-prohibits-ohio-physician-from-prescribing-opioids-and-imposes-47m-judgment-for-alleged-unlawful-opioid-distribution/
New Orleans Man Pled Guilty To Federal Charge Of Conspiracy To Commit Health Care Fraud,"August 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-orleans-man-pled-guilty-to-federal-charge-of-conspiracy-to-commit-health-care-fraud/
Doctor And Her Granddaughter Sentenced To Prison For Unlawful Distribution Of Opioids,"August 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-and-her-granddaughter-sentenced-to-prison-for-unlawful-distribution-of-opioids/
Mt. Juliet Woman Sentenced For Long-Running Theft From Federal Health Care And Disability Programs,"August 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mt-juliet-woman-sentenced-for-long-running-theft-from-federal-health-care-and-disability-programs/
Peak Physical Therapy Agreed to Pay $1.8 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services by Unenrolled or Uncredentialed Providers and for Services Not Provided as Claimed,"August 1, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/peak-physical-therapy-agreed-to-pay-18-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-by-unenrolled-or-uncredentialed-providers-and-for-services-not-provided-as-claimed/
Colorado Joins Lawsuit Against Regeneron Over Alleged Fraudulent Drug Price Reporting For Eye Medication,"August 1, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/colorado-joins-lawsuit-against-regeneron-over-alleged-fraudulent-drug-price-reporting-for-eye-medication/
"Attorney General Tong Announces $186,731 False Claims Act Judgment Against Newtown Therapist","August 1, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-tong-announces-186731-false-claims-act-judgment-against-newtown-therapist/
AG Nessel Files Lawsuit Against Regeneron Alleging Fraudulent Drug Price Reporting For Eye Medication,"August 1, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-nessel-files-lawsuit-against-regeneron-alleging-fraudulent-drug-price-reporting-for-eye-medication/
"Avantor, Inc. Agrees To Pay $5.325 Million To Resolve Allegations Of False Claims For Overcharging Federal Agencies And Allegations Of DEA Violations And Lack Of Compliance As To Listed Chemicals","July 31, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/avantor-inc-agrees-to-pay-5325-million-to-resolve-allegations-of-false-claims-for-overcharging-federal-agencies-and-allegations-of-dea-violations-and-lack-of-compliance-as-to-listed-chemicals/
Arlington Man Convicted For Illegally Obtaining Healthcare Records And Trying To Cover Up His Crimes,"July 31, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arlington-man-convicted-for-illegally-obtaining-healthcare-records-and-trying-to-cover-up-his-crimes/
"Attorney General Alan Wilson Announces Eastover Man Charged With Stealing More Than $200,000 From Vulnerable Adult","July 31, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-eastover-man-charged-with-stealing-more-than-200000-from-vulnerable-adult/
Gloucester County Man Sentenced To 42 Months In Prison For Healthcare Fraud,"July 30, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/gloucester-county-man-sentenced-to-42-months-in-prison-for-healthcare-fraud/
Convicted Health Care Fraud Defendant Sentenced To An Additional Six-Month Sentence For Failing To Report To Prison As Directed,"July 30, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/convicted-health-care-fraud-defendant-sentenced-to-an-additional-six-month-sentence-for-failing-to-report-to-prison-as-directed/
"Attorney General Phil Weiser Secures $455,381 In Sale Proceeds From Home Illegally Purchased By Suspect Wanted For Medicaid Fraud","July 30, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-phil-weiser-secures-455381-in-sale-proceeds-from-home-illegally-purchased-by-suspect-wanted-for-medicaid-fraud/
Owner Of Michigan-Based Learning Center Pleads Guilty To Medicaid Fraud,"July 30, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owner-of-michigan-based-learning-center-pleads-guilty-to-medicaid-fraud/
Attorney General Ken Paxton’s Medicaid Fraud Control Unit Helps Secure 60-Month Prison Sentence And Nearly $5 Million In Restitution For Health Care Fraudster,"July 30, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ken-paxtons-medicaid-fraud-control-unit-helps-secure-60-month-prison-sentence-and-nearly-5-million-in-restitution-for-health-care-fraudster/
"Eye Practice and Its Physician Owner Agree to Pay More Than $460,000 to Resolve Allegations of False Claims and Receiving Illegal Kickbacks","July 29, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eye-practice-and-its-physician-owner-agree-to-pay-more-than-460000-to-resolve-allegations-of-false-claims-and-receiving-illegal-kickbacks/
Slidell Woman Sentenced To Year And A Day In Prison And Ordered To Repay The Government Over $1.2 Million In Restitution For Pandemic-Related Healthcare Fraud,"July 29, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/slidell-woman-sentenced-to-year-and-a-day-in-prison-and-ordered-to-repay-the-government-over-12-million-in-restitution-for-pandemic-related-healthcare-fraud/
United States Files False Claims Act Complaint Against Erlanger Health System,"July 26, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-false-claims-act-complaint-against-erlanger-health-system/
Precision Lens Agrees To Pay $12 Million To The United States For Kickbacks To Doctors In Violation Of The False Claims Act,"July 25, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/precision-lens-agrees-to-pay-12-million-to-the-united-states-for-kickbacks-to-doctors-in-violation-of-the-false-claims-act/
"Substance Use Disorder Treatment Clinics To Pay More Than $850,000 To Resolve Allegations They Knowingly Overbilled Medicaid For Office Visits","July 25, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/substance-use-disorder-treatment-clinics-to-pay-more-than-850000-to-resolve-allegations-they-knowingly-overbilled-medicaid-for-office-visits/
United States Obtains $26M In False Claims Act Judgments Against Laboratory Companies And Their Owner,"July 25, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-obtains-26m-in-false-claims-act-judgments-against-laboratory-companies-and-their-owner/
Santa Paula Doctor Pleads Guilty To Health Care Fraud For Role In Hospice Scam That Bilked Medicare Out Of $3.2 Million,"July 24, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/santa-paula-doctor-pleads-guilty-to-health-care-fraud-for-role-in-hospice-scam-that-bilked-medicare-out-of-32-million/
Sisseton Woman Pleads Guilty To Embezzlement And Theft From An Indian Tribal Organization,"July 24, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sisseton-woman-pleads-guilty-to-embezzlement-and-theft-from-an-indian-tribal-organization/
Mental Health Services Providers Pay Over A Million To Settle False Claims Liability,"July 24, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mental-health-services-providers-pay-over-a-million-to-settle-false-claims-liability/
Admera Health Agrees To Pay Over $5M To Settle False Claims Act Allegations Of Kickbacks To Third Party Marketers,"July 24, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/admera-health-agrees-to-pay-over-5m-to-settle-false-claims-act-allegations-of-kickbacks-to-third-party-marketers/
"Carolina Medical Associates Agreed to Pay $27,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Individual Revoked by Medicare","July 23, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/carolina-medical-associates-agreed-to-pay-27000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-individual-revoked-by-medicare/
"Riverside County Chiropractor Agrees To Pay $180,00 To Resolve Allegations Of Health Care Fraud","July 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/riverside-county-chiropractor-agrees-to-pay-18000-to-resolve-allegations-of-health-care-fraud/
Doctor Convicted For Illegally Distributing Over 1.8M Doses Of Opioids And $5M Health Care Fraud Scheme,"July 23, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-for-illegally-distributing-over-18m-doses-of-opioids-and-5m-health-care-fraud-scheme/
"Two Individuals Indicted For Stealing More Than $150,000 From MassHealth Program","July 23, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-individuals-indicted-for-stealing-more-than-150000-from-masshealth-program/
Topeka Man Charged With Embezzlement,"July 22, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/topeka-man-charged-with-embezzlement/
Owner Of Home Health Care Company Convicted Of Multimillion Dollar Heath Care Fraud Scheme,"July 22, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-home-health-care-company-convicted-of-multimillion-dollar-heath-care-fraud-scheme/
Attorney General Bonta Secures Sentencing of Southern California Dentist for Medi-Cal Fraud,"July 22, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-secures-sentencing-of-southern-california-dentist-for-medi-cal-fraud/
Ohio Medical Doctor Sentenced To Prison For Health Care Fraud Scheme,"July 19, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ohio-medical-doctor-sentenced-to-prison-for-health-care-fraud-scheme/
Pain Management Physician And Former Member Of Kentucky’s Medical Board Convicted Of Unlawfully Prescribing Opioids,"July 19, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pain-management-physician-and-former-member-of-kentuckys-medical-board-convicted-of-unlawfully-prescribing-opioids/
Attorney General Coleman Announces Indictments For Exploitation Of Vulnerable Adult In Ohio County,"July 19, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-coleman-announces-indictments-for-exploitation-of-vulnerable-adult-in-ohio-county/
Pain Management Physician And Former Member Of Kentucky’s Medical Board Convicted Of Unlawfully Prescribing Opioids,"July 19, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/pain-management-physician-and-former-member-of-kentuckys-medical-board-convicted-of-unlawfully-prescribing-opioids-01/
"Dr. Timothy Niewold Agreed to Pay $160,000 for Allegedly Violating the Civil Monetary Penalties Law by Making False Statements in HHS Grant Applications","July 18, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/dr-timothy-niewold-agreed-to-pay-160000-for-allegedly-violating-the-civil-monetary-penalties-law-by-making-false-statements-in-hhs-grant-applications/
Danbury Non-Profit Settles Allegations It Enrolled Children Of Employees Who Falsely Claimed To Be Homeless Into Its Head Start Programs,"July 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/danbury-non-profit-settles-allegations-it-enrolled-children-of-employees-who-falsely-claimed-to-be-homeless-into-its-head-start-programs/
Whitefish Doctor Admits Defrauding Medicare And Other Federal Health Programs,"July 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/whitefish-doctor-admits-defrauding-medicare-and-other-federal-health-programs/
Addiction Treatment Chain Owner & Company Plead Guilty To Health Care Fraud Conspiracy,"July 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/addiction-treatment-chain-owner-company-plead-guilty-to-health-care-fraud-conspiracy/
Kindred And Related Entities Agree To Pay $19.428M To Settle Federal And State False Claims Act Lawsuits Alleging Ineligible Claims For Hospice Patients,"July 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kindred-and-related-entities-agree-to-pay-19428m-to-settle-federal-and-state-false-claims-act-lawsuits-alleging-ineligible-claims-for-hospice-patients-01/
DaVita To Pay Over $34M To Resolve Allegations Of Illegal Kickbacks,"July 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/davita-to-pay-over-34m-to-resolve-allegations-of-illegal-kickbacks/
Florida Man Charged With Six Felonies For Mail-Order Pharmacy And Healthcare Kickback Scheme,"July 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-charged-with-six-felonies-for-mail-order-pharmacy-and-healthcare-kickback-scheme/
Area Pharmacy Agrees to Resolve Civil Allegations of Improper Dispensing of Controlled Substances,"July 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/area-pharmacy-agrees-to-resolve-civil-allegations-of-improper-dispensing-of-controlled-substances/
Kindred And Related Entities Agree To Pay $19.428M To Settle Federal And State False Claims Act Lawsuits Alleging Ineligible Claims For Hospice Patients,"July 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kindred-and-related-entities-agree-to-pay-19428m-to-settle-federal-and-state-false-claims-act-lawsuits-alleging-ineligible-claims-for-hospice-patients/
"Cooperating Cancer Testing Company Agrees To Pay Over $900,000 To Resolve Allegations Of False Claims For Lab Tests","July 16, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cooperating-cancer-testing-company-agrees-to-pay-over-900000-to-resolve-allegations-of-false-claims-for-lab-tests/
"Caregivers Indicted, Charged With Neglect Of Vulnerable Adult","July 16, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/caregivers-indicted-charged-with-neglect-of-vulnerable-adult/
Former Georgia Insurance Commissioner Sentenced To Prison,"July 12, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-georgia-insurance-commissioner-sentenced-to-prison/
Former Chief Financial Officer Of Chicago Hospital Among Three Defendants Charged In Alleged $15 Million Embezzlement Scheme,"July 12, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-chief-financial-officer-of-chicago-hospital-among-three-defendants-charged-in-alleged-15-million-embezzlement-scheme/
Pharmaceutical Marketer Sentenced For Compounded Medications Fraud Scheme,"July 12, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmaceutical-marketer-sentenced-for-compounded-medications-fraud-scheme/
"University of Maryland Medical Center Agreed to Pay $34,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","July 12, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/university-of-maryland-medical-center-agreed-to-pay-34000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Attorney General Josh Stein Announces $2.45 Million Health Care Fraud Settlement,"July 12, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-245-million-health-care-fraud-settlement/
Three Clermont Labs Agree To Pay $2.45 Million To Settle False Claims Act Liability For Manipulating Diagnosis Codes,"July 11, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-clermont-labs-agree-to-pay-245-million-to-settle-false-claims-act-liability-for-manipulating-diagnosis-codes/
AG Moody’s Medicaid Fraud Control Unit Secures Half A Million Dollars For Florida Medicaid Program,"July 11, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moodys-medicaid-fraud-control-unit-secures-half-a-million-dollars-for-florida-medicaid-program/
Kevin Michael Brown Agreed to Be Excluded for Five Years for Allegedly Submitting False Claims for Neuro-Stimulators,"July 10, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/kevin-michael-brown-agreed-to-be-excluded-for-five-years-for-allegedly-submitting-false-claims-for-neuro-stimulators/
Pacific Toxicology Laboratories Agrees To Pay $1 Million To Resolve Allegations Of Fraudulent Billing,"July 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pacific-toxicology-laboratories-agrees-to-pay-1-million-to-resolve-allegations-of-fraudulent-billing/
Trussville Man Sentenced In Multi-Million-Dollar Health Care Fraud Case,"July 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/trussville-man-sentenced-in-multi-million-dollar-health-care-fraud-case/
Pharmacy Owner And Associate Sentenced For Health Care Fraud And Black Market Prescription Drug Diversion Scheme,"July 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-and-associate-sentenced-for-health-care-fraud-and-black-market-prescription-drug-diversion-scheme/
Rite Aid Corporation And Affiliates Agree To Settle False Claims Act And Controlled Substance Act Allegations Related To Opioid Dispensing,"July 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rite-aid-corporation-and-affiliates-agree-to-settle-false-claims-act-and-controlled-substance-act-allegations-related-to-opioid-dispensing/
Rite Aid Corporation And Elixir Insurance Company Agree To Pay $101M To Resolve Allegations Of Falsely Reporting Rebates,"July 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rite-aid-corporation-and-elixir-insurance-company-agree-to-pay-101m-to-resolve-allegations-of-falsely-reporting-rebates/
The Grand Health Care System And 12 Affiliated Skilled Nursing Facilities To Pay $21.3M For Allegedly Providing And Billing For Fraudulent Rehabilitation Therapy Services,"July 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/the-grand-health-care-system-and-12-affiliated-skilled-nursing-facilities-to-pay-213m-for-allegedly-providing-and-billing-for-fraudulent-rehabilitation-therapy-services/
"OnePeak Southern Oregon Agreed to Pay $29,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","July 10, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/onepeak-southern-oregon-agreed-to-pay-29000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
AG Nessel Charges Detroit Woman With Medicaid Fraud,"July 10, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-nessel-charges-detroit-woman-with-medicaid-fraud/
Former Southeastern Connecticut Counselor Sentenced for Health Care Fraud and Kickback Offenses,"July 9, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-southeastern-connecticut-counselor-sentenced-for-health-care-fraud-and-kickback-offenses/
Investigation Into TennCare Fraud Results In Arrests In Memphis,"July 9, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/investigation-into-tenncare-fraud-results-in-arrests-in-memphis/
"Jefferson County Doctor, Staffers Accused of Conspiracy, Health Care Fraud","July 8, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jefferson-county-doctor-staffers-accused-of-conspiracy-health-care-fraud/
Illegal Alien and Two Others Sentenced to Federal Prison in Organ Transplant Scheme,"July 3, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/illegal-alien-and-two-others-sentenced-to-federal-prison-in-organ-transplant-scheme/
Attorney General James Announces Arrest of Tompkins County Transportation Company Owner for Stealing Over $1 Million from Medicaid,"July 3, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-arrest-of-tompkins-county-transportation-company-owner-for-stealing-over-1-million-from-medicaid/
Attorney General James Announces Indictment of Orange County Transportation Company for Stealing Over $2.3 Million from Medicaid,"July 3, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-indictment-of-orange-county-transportation-company-for-stealing-over-23-million-from-medicaid/
Sioux Falls Man And Woman Sentenced For Embezzlement And Theft From Indian Tribal Organization,"July 2, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sioux-falls-man-and-woman-sentenced-for-embezzlement-and-theft-from-indian-tribal-organization/
Nine Individuals Charged In Middle District Of Florida In Connection With Health Care Fraud Schemes,"July 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nine-individuals-charged-in-middle-district-of-florida-in-connection-with-health-care-fraud-schemes/
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims - California,"July 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-california/
Suburban Chicago Physician Pleads Guilty To Federal Health Care Fraud Charges,"July 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suburban-chicago-physician-pleads-guilty-to-federal-health-care-fraud-charges/
Former Senior Policy Advisor To Austin City Official Sentenced For Federal Conspiracy,"July 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-senior-policy-advisor-to-austin-city-official-sentenced-for-federal-conspiracy/
Home Health Providers To Pay $4.5M To Resolve Alleged False Claims Act Liability For Providing Kickbacks To Assisted Living Facilities And Doctors,"July 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-providers-to-pay-45m-to-resolve-alleged-false-claims-act-liability-for-providing-kickbacks-to-assisted-living-facilities-and-doctors/
Attorney General Alan Wilson announces arrest of Easley woman accused of stealing from assisted living facility resident,"July 1, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-easley-woman-accused-of-stealing-from-assisted-living-facility-resident/
Seven Charged In Arizona As Part Of The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,"June 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/seven-charged-in-arizona-as-part-of-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
